"","Progress","Age","Gender","Ethnicity","Education","Marital","Employment","Purpose","FreqUse","Nationality","ucla_1","ucla_2","ucla_3","ucla_4","ucla_5","ucla_6","ucla_7","ucla_8","ucla_9","ucla_10","ucla_11","ucla_12","ucla_13","ucla_14","ucla_15","ucla_16","ucla_17","ucla_18","ucla_19","ucla_20","OCI_1","OCI_2","OCI_3","OCI_4","OCI_5","OCI_6","OCI_7","OCI_8","OCI_9","OCI_10","OCI_11","OCI_12","OCI_13","OCI_14","OCI_15","OCI_16","OCI_17","OCI_18","OCI_19","OCI_20","OCI_21","OCI_22","OCI_23","OCI_24","OCI_25","OCI_26","OCI_27","OCI_28","OCI_29","OCI_30","OCI_31","OCI_32","OCI_33","OCI_34","OCI_35","OCI_36","OCI_socsup","OCI_dep","OCI_imp","OCI_att","Ucla_score","OCI_score"
"1",100,24,2,2,4,2,2,"1,2,3,4,7,8,9",2,1,2,2,2,3,2,2,2,2,2,1,3,2,2,2,3,2,1,1,2,2,3,1,3,1,1,4,4,4,2,5,1,7,4,5,1,1,1,2,4,5,1,2,3,5,4,1,7,4,5,5,5,5,5,2,2,2,42,17,22,36,40,117
"2",100,23,1,5,3,2,6,"1,6,8,9",6,1,3,1,1,3,3,2,1,2,2,2,3,3,1,2,3,1,2,3,1,1,4,1,1,4,5,1,2,1,1,7,4,6,1,1,3,1,5,3,1,5,2,2,6,4,3,5,6,4,5,5,5,5,5,5,5,5,27,21,46,35,40,129
"4",100,23,1,1,5,2,6,"4,5,7,8,9",5,1,2,1,1,4,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,5,1,3,6,1,5,1,5,4,1,1,1,1,1,1,6,1,5,2,6,2,3,6,6,5,6,5,6,6,4,5,4,29,21,29,41,29,120
"5",100,25,2,1,5,2,2,"1,4,5,7,9",2,1,1,1,1,4,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,3,1,5,1,6,4,1,1,2,1,4,1,1,1,1,5,5,1,2,5,6,1,4,5,5,5,1,1,1,31,14,20,27,27,92
"6",100,22,2,1,4,2,3,"1,2,4,5,6,7,9",5,1,2,1,1,3,1,1,2,1,3,1,1,2,3,1,2,1,3,1,1,1,4,1,3,1,4,4,3,4,1,6,4,7,2,2,1,2,1,4,2,5,2,3,2,5,3,2,6,7,1,5,3,5,5,5,4,5,36,18,36,34,32,124
"7",100,24,2,1,5,2,4,"1,2,3,4,5,6,7,8,9",6,1,1,1,1,3,1,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,3,1,2,2,5,1,4,5,3,6,2,6,5,1,1,3,2,4,2,2,1,2,5,6,3,1,7,4,2,5,3,5,5,3,5,5,37,22,33,30,27,122
"8",100,25,1,2,5,2,2,"1,3,5,7,9",4,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,5,1,1,3,3,5,5,4,3,5,2,6,4,2,1,2,2,1,1,2,2,2,2,3,1,3,4,4,3,4,3,5,5,6,6,6,39,15,36,27,26,117
"9",100,24,2,1,4,2,4,"1,2,3,4,7,8,9",4,1,1,1,1,4,2,1,1,3,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,3,5,3,5,5,3,5,1,3,6,2,2,3,2,5,1,2,2,2,4,6,2,1,7,3,3,3,4,3,2,2,2,2,41,17,27,23,31,108
"10",100,25,1,1,4,2,6,"1,4,5,6,7,9",5,1,2,3,3,3,3,3,4,4,2,2,1,2,2,2,1,2,1,3,2,2,5,2,3,3,1,2,4,2,1,5,1,7,2,1,1,1,1,1,1,2,1,5,3,6,3,5,6,5,5,5,3,5,4,5,3,5,31,22,30,32,47,115
"11",100,22,2,3,5,2,2,"3,5,7,9",3,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,3,2,1,1,1,4,4,2,1,1,1,5,3,1,1,1,1,1,1,3,1,1,2,2,1,1,6,1,3,1,1,1,1,5,3,1,24,11,18,16,29,69
"12",100,22,1,1,4,2,1,"1,2,4,5,6,7,8,9",4,1,2,1,1,4,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,2,2,1,2,4,2,2,6,3,7,3,3,1,2,1,2,1,5,1,1,2,3,1,5,4,4,5,6,5,5,5,3,4,3,35,12,28,34,28,109
"13",100,28,2,1,4,2,1,"2,3,5,6,7,9",6,1,2,1,2,4,3,2,1,2,2,1,4,2,3,2,2,1,2,2,1,1,2,1,2,1,2,1,5,6,4,6,1,6,5,5,1,2,3,2,1,1,1,5,5,7,3,3,7,2,2,1,5,2,2,1,1,1,43,22,23,17,40,105
"14",100,26,1,1,4,2,1,"1,2,4,5,6,7,8,9",6,1,1,1,1,3,2,2,2,2,2,2,2,3,3,2,1,2,2,2,1,1,5,2,2,5,2,6,5,5,3,2,4,5,5,5,5,5,5,5,2,5,2,2,5,6,5,3,4,5,5,5,5,4,4,5,4,3,56,24,38,32,37,150
"15",100,24,2,1,5,1,2,"1,2,3,4,5,6,7,8,9",6,1,2,2,1,4,1,1,1,2,1,2,3,1,2,2,1,3,1,1,1,1,6,1,2,5,2,3,4,2,1,6,1,4,3,4,1,2,3,2,2,4,1,4,2,3,1,2,3,1,2,1,5,2,3,2,3,1,38,14,26,16,33,94
"16",100,33,2,1,4,1,1,"4,5,7,9",4,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,6,1,1,1,1,2,1,2,1,1,1,1,1,1,5,1,2,5,1,2,1,1,3,1,22,8,11,18,26,59
"17",100,23,2,1,5,2,2,"4,8,9",5,1,1,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,17,11,14,12,25,54
"18",100,24,2,1,5,2,6,"4,5,6,7,8,9",5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,1,1,1,1,1,1,1,21,6,12,15,23,54
"19",100,49,2,1,4,3,4,"1",2,1,2,1,1,1,3,3,3,3,1,3,1,1,1,1,1,3,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,3,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,15,6,18,12,35,51
"20",100,22,2,1,4,2,6,"1,4,5,7,9",2,1,4,2,4,4,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,7,5,6,2,4,7,6,7,5,7,3,6,5,7,6,5,7,5,5,5,4,7,7,7,6,3,6,7,2,7,2,7,5,6,4,7,70,36,52,39,72,197
"21",100,63,2,1,3,3,7,"4,6,8",3,1,2,3,3,3,2,1,2,3,1,2,3,1,4,3,2,2,2,4,1,2,5,1,1,3,1,3,5,1,1,1,7,7,5,7,5,5,5,3,1,5,1,7,4,5,6,3,7,7,7,7,5,7,7,1,1,1,45,24,32,47,46,148
"22",100,23,2,1,4,2,8,"1,2,3,4,5,6,7,8,9",5,1,2,1,1,3,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,5,1,1,4,1,3,3,3,1,3,2,4,5,1,1,1,1,2,2,2,2,1,5,6,1,1,7,5,2,6,2,5,3,2,2,2,30,16,22,30,27,98
"23",100,23,2,1,4,2,6,"1,4,7,8,9",6,1,1,2,1,3,3,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,5,2,7,5,2,2,2,3,3,7,7,7,4,4,5,4,5,4,6,1,1,7,7,6,6,2,4,7,5,4,4,3,2,2,2,2,50,30,43,26,33,149
"24",100,25,2,1,5,2,6,"9",5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,5,5,3,5,1,6,6,1,1,1,1,1,1,4,1,1,5,6,3,1,6,3,5,5,5,4,4,5,3,1,35,19,23,31,21,108
"25",100,19,2,1,4,2,2,"1,2,3,4,5,7,8,9",2,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,6,1,5,5,5,5,5,5,5,5,6,6,4,4,2,2,3,4,2,2,1,4,1,6,2,1,7,1,5,5,3,5,4,5,5,3,51,19,41,29,27,140
"26",100,28,1,2,4,2,1,"1,2,4,5,7,8,9",6,1,1,1,2,2,2,3,2,2,2,2,2,1,2,3,2,2,1,1,2,2,5,2,1,2,1,1,5,6,3,7,2,3,6,4,1,1,3,2,1,1,1,1,4,6,1,4,5,5,3,1,1,2,2,5,5,5,40,19,30,19,37,108
"27",100,21,1,1,4,2,2,"1,2,3,4,5,7,9",4,1,2,1,1,2,1,2,3,1,1,1,1,2,4,2,1,3,2,3,1,1,5,1,2,2,2,2,2,6,6,6,4,2,4,5,6,4,5,6,5,5,3,4,3,5,5,6,4,5,5,5,3,3,4,1,5,1,56,23,32,31,35,142
"28",100,39,2,6,4,3,1,"1,2,4,5,7,9",6,1,1,1,1,4,1,2,2,3,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,3,1,1,1,1,1,1,3,1,1,3,4,1,1,6,3,3,3,2,3,3,2,3,2,16,13,17,24,32,70
"29",100,21,2,5,3,5,2,"1,4,5,7,8,9",5,1,1,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,3,1,1,4,2,5,1,2,1,2,2,1,1,2,1,5,3,6,6,2,5,4,5,3,3,2,2,5,3,3,23,24,25,23,26,95
"30",100,25,1,1,4,2,1,"1,2,3,4,5,6,8,9",6,1,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,13,14,28,7,25,62
"31",100,26,2,1,5,2,8,"1,2,4,5,7,9",5,1,1,1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,6,2,1,1,1,4,1,1,1,1,4,4,3,3,4,2,2,2,2,2,2,2,1,1,30,14,13,15,26,72
"32",100,28,2,5,5,2,1,"1,3,4,5,7,8,9",3,1,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,6,3,1,1,1,1,3,1,1,1,1,1,4,1,1,4,4,1,4,1,1,1,1,1,1,18,10,17,16,28,61
"33",100,26,2,3,4,2,1,"9",2,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,5,2,2,1,1,1,1,1,1,1,16,8,12,13,27,49
"34",100,22,2,1,4,2,1,"1,2,3,7,8,9",3,1,2,1,1,3,2,3,3,2,2,1,1,3,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,5,1,5,2,1,1,1,1,1,1,2,1,1,4,5,2,1,5,6,5,6,5,5,5,5,4,5,20,17,27,34,35,98
"35",100,64,1,1,4,3,7,"1,5,7,9",4,1,2,1,1,3,3,3,3,2,1,1,1,3,3,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,2,5,1,1,2,1,1,1,1,1,1,1,2,1,1,5,2,1,1,1,1,1,1,1,1,19,8,12,12,37,51
"36",100,24,2,1,4,2,3,"1,4,8,9",3,1,1,3,3,2,2,3,2,1,3,1,2,2,2,2,3,2,2,2,1,1,2,1,1,1,1,2,2,4,2,5,1,5,4,2,1,1,1,1,1,5,1,2,1,5,1,1,6,5,5,5,3,5,5,4,2,1,26,12,21,36,40,95
"37",100,21,2,1,4,2,6,"1,4,9",5,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,2,2,5,1,7,1,7,7,5,1,3,2,2,2,2,1,3,5,5,4,1,5,1,1,1,5,1,1,2,2,2,40,20,25,12,24,97
"38",100,25,1,1,4,2,4,"1,4,5,9",3,1,2,1,1,2,2,3,3,3,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,3,3,5,2,4,1,7,1,6,6,1,2,1,1,4,1,2,1,1,4,5,2,2,6,6,6,7,5,6,6,2,1,2,34,14,28,39,33,115
"39",100,25,1,1,4,2,6,"4,6,7,8,9",6,1,2,1,2,2,2,2,2,1,3,2,2,3,2,1,3,2,2,3,2,2,3,2,2,2,1,5,4,5,4,4,1,2,5,5,2,4,3,2,2,5,1,3,1,5,1,2,6,2,5,5,5,3,3,2,1,1,48,13,19,29,41,109
"40",100,24,1,1,4,2,6,"1,4,5,7,9",6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,1,1,2,1,5,1,2,2,6,2,2,2,2,2,2,2,2,3,1,1,2,2,2,3,2,1,2,1,2,2,2,2,2,27,10,23,14,25,74
"41",100,27,2,1,4,2,1,"1,2,3,4,5,6,7,8,9",6,1,2,4,1,4,1,3,4,2,3,2,2,3,2,2,4,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,3,1,5,1,5,5,1,1,1,13,10,15,25,47,63
"42",100,23,2,1,3,2,6,"1,3,4,5,7,8,9",3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,4,1,1,1,1,1,4,6,1,5,1,5,5,1,1,1,1,1,1,1,1,2,2,3,3,1,5,1,5,1,5,1,1,5,1,5,32,12,26,15,25,85
"43",100,35,1,1,6,2,6,"1,2,4,5,6,7,8,9",6,1,1,1,1,3,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,4,1,1,1,1,4,3,1,1,4,1,4,4,1,1,1,1,4,1,2,1,2,1,5,1,1,5,3,2,4,1,1,4,2,4,2,27,14,18,21,32,80
"44",100,25,1,1,4,2,6,"6",6,1,2,1,2,3,2,2,3,2,3,2,1,3,3,3,1,3,1,2,2,2,2,1,2,2,1,1,2,4,2,6,3,4,4,4,1,2,1,4,1,5,2,5,5,5,2,1,6,3,5,5,5,5,2,4,2,1,34,20,25,31,43,110
"45",100,25,1,1,4,2,8,"1,2,4,7,9",3,1,1,1,1,2,1,2,4,1,1,1,1,3,3,3,1,1,1,4,3,3,1,1,1,2,1,4,2,1,1,6,6,6,6,1,4,2,1,6,2,7,6,5,5,5,6,6,3,1,3,6,4,1,4,6,7,7,37,29,45,25,38,136
"46",100,19,2,3,3,2,1,"2,9",2,1,3,1,1,1,1,2,2,1,3,1,1,2,2,1,4,3,2,1,1,1,3,1,1,1,1,1,1,1,1,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,15,6,23,11,34,55
"47",100,22,2,1,4,2,6,"1,3,4,5,7,8,9",3,1,2,1,1,4,1,1,3,3,2,1,1,1,2,1,1,2,1,1,1,1,3,1,1,3,1,2,6,6,4,6,1,7,5,5,3,5,3,6,1,5,3,1,6,6,2,1,6,5,1,6,1,3,1,7,5,1,46,21,35,27,31,129
"48",100,28,2,1,4,2,1,"1,2,3,5",5,1,1,1,1,4,1,1,3,2,1,1,1,1,2,1,3,1,1,2,1,1,2,1,2,1,1,1,2,7,4,2,2,5,3,1,1,4,1,4,1,2,1,1,1,3,1,1,2,5,1,5,1,2,3,1,1,5,33,8,20,20,30,81
"49",100,23,2,1,4,2,6,"1,5,7,9",2,1,1,1,1,3,1,2,1,1,3,1,1,2,1,1,3,2,1,1,1,1,2,1,1,1,6,1,1,3,2,5,1,7,6,1,1,6,1,4,1,7,1,1,1,1,1,1,7,6,7,7,6,7,7,7,7,5,35,12,35,48,29,130
"50",100,22,5,6,8,2,9,"1,4,7,9",6,1,2,3,3,3,2,2,3,3,1,2,3,3,3,3,1,2,3,3,2,2,6,3,3,1,1,5,3,3,3,5,5,5,5,5,3,3,3,3,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,5,5,5,45,14,34,11,49,104
"51",100,30,2,3,4,1,1,"2,4,7,9",2,1,1,1,3,3,2,2,2,3,1,1,1,4,3,2,1,3,2,4,1,1,1,1,1,2,7,1,1,1,1,1,1,1,2,1,1,1,6,5,1,1,1,1,1,1,6,4,6,7,5,1,1,4,5,1,1,4,21,11,25,29,41,86
"52",100,26,1,1,4,2,3,"7,9",4,1,2,3,3,3,1,2,2,3,2,1,2,2,3,3,2,1,2,3,2,1,6,2,2,1,1,1,4,5,4,6,5,2,6,4,1,4,1,4,2,4,1,4,1,2,1,1,6,1,4,1,5,1,1,1,4,3,48,14,22,18,43,102
"53",100,23,2,1,4,2,1,"2,4,5,8",6,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,3,4,3,1,1,1,5,19,8,20,15,24,62
"54",100,24,2,1,4,2,4,"1,2,4,5,6,7,8,9",4,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,6,1,5,1,6,7,1,5,2,4,1,1,2,3,1,5,4,1,1,7,7,2,6,6,6,6,6,4,2,36,16,34,36,24,122
"55",100,21,2,1,4,2,6,"1",6,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,5,3,3,5,6,1,7,7,2,2,1,1,2,1,1,1,1,1,5,3,6,5,2,3,2,2,2,3,3,4,2,43,15,25,18,24,101
"56",100,23,2,1,4,2,1,"2,4,5,9",5,1,2,1,1,3,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,5,1,1,1,1,1,5,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,5,6,1,1,5,1,1,5,1,1,1,3,3,3,21,17,21,15,28,74
"57",100,27,2,1,4,1,1,"4,5,6,7,8,9",2,1,2,1,1,4,1,2,1,3,2,1,2,2,2,3,3,2,3,2,1,1,5,1,4,2,3,2,5,5,4,5,5,4,4,3,2,3,3,5,3,4,2,4,6,6,5,4,6,3,3,5,5,5,4,5,3,3,52,25,34,30,39,141
"58",100,23,2,1,4,2,4,"1,2,4,7,9",4,1,1,1,1,4,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,7,1,2,1,5,6,4,1,1,1,1,1,3,1,1,1,1,1,1,5,1,1,1,3,1,1,3,2,3,32,7,19,13,28,71
"59",100,24,2,1,5,2,1,"4,5,8,9",3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,2,1,4,2,5,1,4,2,5,5,1,1,2,1,5,1,1,1,3,5,6,1,1,6,3,1,5,1,1,1,5,1,1,34,17,23,18,23,92
"60",100,42,1,1,5,2,1,"1,5,7,8,9",2,1,2,1,1,1,1,1,1,3,1,1,1,1,2,2,3,3,1,1,2,3,4,3,3,3,4,5,5,5,3,3,4,5,7,5,3,5,5,4,5,3,2,5,2,4,1,3,3,4,5,5,5,5,4,3,4,3,59,19,35,29,32,142
"61",100,28,2,1,4,3,1,"1,2,4,5,7,8,9",5,1,1,3,3,2,2,2,3,3,2,2,3,3,3,3,2,2,3,3,2,2,6,4,3,5,4,2,5,5,6,6,4,3,6,6,6,6,5,5,5,6,5,6,6,7,5,4,6,4,5,2,6,1,2,5,4,4,65,32,47,26,49,170
"62",100,60,1,1,4,3,7,"4,7,8,9",3,1,2,1,1,3,1,2,1,1,1,2,1,2,3,1,1,2,1,3,1,1,5,2,1,1,1,2,2,2,3,2,1,6,5,2,2,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,31,7,19,8,31,65
"63",100,25,2,1,5,2,6,"1",6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,5,6,1,6,1,6,6,5,5,5,21,15,33,31,23,100
"64",100,27,1,1,5,2,1,"1,2,4,8,9",4,1,3,1,1,2,3,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,5,1,7,4,1,4,1,1,1,1,5,7,1,1,5,5,1,4,3,2,4,1,1,3,25,16,25,22,30,88
"65",100,27,1,1,4,2,4,"1,2,4,5,6,7,8,9",6,1,3,3,3,2,3,3,3,3,1,2,3,2,3,3,1,2,3,2,2,2,6,4,3,2,2,3,6,5,1,7,2,3,2,2,2,5,1,2,1,2,2,6,6,7,5,2,6,5,3,5,5,5,3,2,4,5,43,32,28,29,49,132
"66",100,23,2,2,4,2,3,"1,2,3,4,5,6,7,8,9",5,1,3,2,3,4,4,3,3,3,4,3,4,2,4,4,3,4,3,4,3,3,2,1,1,1,1,2,2,1,3,7,2,5,3,3,1,1,3,2,1,1,1,1,5,5,5,2,6,5,2,6,5,5,5,2,2,6,28,19,29,30,66,106
"67",100,32,1,1,4,2,1,"4,5,6,7,8,9",4,1,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,4,4,4,4,5,3,3,3,3,4,5,5,4,3,4,3,5,4,3,3,3,4,4,3,3,3,4,3,4,3,3,4,3,4,4,50,22,36,24,41,132
"68",100,23,2,1,4,2,3,"3,4,5,6,7,8,9",6,1,1,2,2,3,1,1,2,2,1,1,1,3,2,2,2,2,2,2,1,1,3,1,5,1,1,1,1,1,1,5,3,5,4,1,1,1,1,1,1,1,1,1,1,4,1,1,3,4,1,5,1,1,1,4,4,2,22,12,24,16,34,74
"69",100,24,2,6,4,2,6,"1,2,3,4,5,7,8,9",3,1,2,3,2,1,4,3,4,3,3,3,2,4,4,4,3,4,3,2,3,3,6,1,5,1,4,2,6,6,5,7,5,7,4,5,3,5,3,1,2,7,5,7,6,7,6,2,7,6,7,7,6,1,6,2,5,7,55,32,44,41,60,172
"70",100,37,2,2,4,3,5,"1,2,3,4,5,8,9",4,1,2,3,3,3,2,2,3,3,1,2,2,3,3,3,1,2,2,2,2,2,1,1,1,1,1,1,2,3,1,5,1,5,7,1,1,5,2,2,1,5,1,2,1,5,1,1,2,2,5,5,1,1,1,1,1,1,27,11,19,21,46,78
"71",100,26,1,1,7,2,1,"1,4,5,6,7,9",4,1,2,1,1,1,4,3,2,2,3,2,1,2,2,2,3,2,1,2,1,1,5,1,1,2,1,1,2,2,1,3,2,6,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,3,2,3,2,2,3,4,3,25,10,25,14,38,74
"72",100,25,1,1,4,2,1,"2,4,6,7,8,9",2,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,4,1,3,1,1,1,5,2,1,7,4,7,5,1,1,5,4,5,4,7,6,5,7,7,5,4,4,7,7,7,7,4,7,7,4,3,47,29,41,43,27,160
"73",100,24,2,1,4,2,6,"1,3,4,5,7,9",3,1,2,1,1,3,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,5,1,3,4,4,4,5,2,1,5,4,5,2,4,3,3,6,5,1,5,2,5,3,5,3,3,5,5,6,6,6,6,5,4,5,2,44,22,39,38,32,143
"74",100,25,2,1,5,1,6,"1,2,3,4,5,7,8,9",4,1,2,1,2,2,2,1,1,2,2,1,2,1,2,3,2,2,3,2,2,2,4,2,2,2,5,3,4,5,5,5,1,4,5,5,4,4,5,6,4,1,4,5,2,5,2,5,6,6,5,5,5,5,5,5,4,3,57,20,38,33,37,148
"75",100,20,2,1,4,2,6,"1,4,7,8,9",6,1,3,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,7,2,5,2,6,2,5,4,2,2,1,4,5,1,1,5,7,4,1,1,1,4,1,1,1,1,5,7,7,31,25,36,14,29,106
"76",100,24,1,1,4,2,2,"1,2,3,4,5,6,7,9",4,1,4,1,1,4,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,2,3,4,3,4,2,6,2,5,3,3,3,3,2,6,3,1,2,2,2,2,2,2,6,2,1,5,2,2,3,5,2,2,41,11,32,20,29,104
"77",100,45,1,1,5,1,4,"1,2,4,5,7,8,9",5,1,2,1,1,3,1,2,3,3,1,2,1,2,3,2,2,3,3,2,2,2,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,3,2,2,2,7,7,5,2,3,3,2,2,2,2,3,2,2,2,34,24,19,17,41,94
"78",100,23,1,1,4,2,6,"8",1,1,3,2,2,1,4,3,4,1,4,4,4,3,4,4,2,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,13,6,16,10,62,45
"79",100,28,1,2,4,2,4,"2,4,8,9",6,1,3,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,5,1,3,2,2,2,2,5,2,1,2,3,2,1,1,5,2,2,2,2,1,2,5,5,5,5,2,5,5,5,2,2,25,12,30,35,40,102
"80",100,25,2,1,3,1,2,"9",3,1,1,1,4,1,2,2,3,2,4,1,1,4,1,3,1,1,1,3,1,1,4,1,1,2,1,1,3,1,1,4,3,5,3,1,1,3,4,2,1,5,2,2,3,3,1,1,4,3,4,6,5,4,4,5,3,5,27,13,32,30,38,102
"81",100,23,2,1,4,2,6,"1,4,7,8,9",2,1,1,1,1,4,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,3,3,2,4,5,1,5,5,3,6,3,1,1,6,7,2,1,3,5,7,7,5,7,7,5,1,5,5,1,1,5,4,5,47,29,39,21,29,136
"82",100,24,2,2,4,2,1,"2,5,7,8,9",6,1,2,2,2,4,2,2,3,2,1,2,3,1,4,3,1,1,3,3,2,2,3,1,1,1,2,3,1,3,5,7,1,5,6,2,1,4,4,1,3,6,1,1,1,7,2,2,5,4,5,5,6,5,5,5,4,6,40,16,33,35,45,124
"83",100,28,2,1,5,1,1,"1,2,4,5,7,9",4,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,7,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,3,1,3,1,1,1,1,1,21,6,13,17,25,57
"84",100,23,2,1,4,2,3,"1,2,3,4,5,7,8,9",5,1,2,1,1,3,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,3,1,2,1,2,1,3,5,1,4,2,4,5,1,1,2,1,3,1,1,1,1,2,5,1,1,6,3,3,5,2,4,3,4,5,4,30,15,24,25,30,94
"85",100,44,2,1,5,1,5,"3,4,5,7,8",3,1,2,2,3,2,2,2,3,3,2,2,2,3,1,2,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,16,6,15,11,44,48
"86",100,23,2,1,4,2,6,"1,2,3,4,5,6,7,8,9",5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,2,2,1,1,2,2,4,5,5,5,4,4,2,1,1,4,1,1,1,4,3,6,3,1,5,7,2,5,4,4,2,1,4,5,34,21,28,26,22,109
"87",100,23,2,1,4,2,6,"1,3,4,6,7,8,9",5,1,2,2,2,2,3,2,3,1,2,2,3,3,2,3,1,3,2,1,1,2,6,3,5,5,2,6,4,7,2,7,3,6,6,6,5,6,2,5,5,1,3,5,3,7,5,1,6,7,2,7,2,5,4,7,7,6,61,30,46,32,42,169
